sentence|word|attention|cluster_label|sentence_index|salience score
BMW CEO Harald Krueger said it is only considering a second plant in the U.S.|second|0.03695085272192955|1|7|attention
BMW CEO Harald Krueger said it is only considering a second plant in the U.S.|BMW|0.036882683634757996|1|7|attention
Authorities have shut down the plant but local residents remain concerned about potential explosions.|[SEP]|0.3619261682033539|1|8|attention
Authorities have shut down the plant but local residents remain concerned about potential explosions.|.|0.29489997029304504|1|8|attention
Authorities have shut down the plant but local residents remain concerned about potential explosions.|[CLS]|0.04896700754761696|1|8|attention
Authorities have shut down the plant but local residents remain concerned about potential explosions.|the|0.04345281049609184|1|8|attention
Authorities have shut down the plant but local residents remain concerned about potential explosions.|explosions|0.03287691995501518|1|8|attention
During Chad McIntosh's time as a Ford environmental exec, seeping chemicals contaminated groundwater near a company plant.|chemicals|0.13702492415905|1|9|attention
During Chad McIntosh's time as a Ford environmental exec, seeping chemicals contaminated groundwater near a company plant.|company|0.06236624717712402|1|9|attention
During Chad McIntosh's time as a Ford environmental exec, seeping chemicals contaminated groundwater near a company plant.|[CLS]|0.04385600611567497|1|9|attention
During Chad McIntosh's time as a Ford environmental exec, seeping chemicals contaminated groundwater near a company plant.|a|0.04146873578429222|1|9|attention
During Chad McIntosh's time as a Ford environmental exec, seeping chemicals contaminated groundwater near a company plant.|.|0.03838396072387695|1|9|attention
“Fidelito” was previously the head of Cuba’s national nuclear program, and spearheaded the development of a nuclear plant on the Caribbean’s largest island.|spearheaded|0.13087521493434906|8|10|attention
“Fidelito” was previously the head of Cuba’s national nuclear program, and spearheaded the development of a nuclear plant on the Caribbean’s largest island.|on|0.042047303169965744|8|10|attention
“Fidelito” was previously the head of Cuba’s national nuclear program, and spearheaded the development of a nuclear plant on the Caribbean’s largest island.|the|0.03510561212897301|8|10|attention
“Fidelito” was previously the head of Cuba’s national nuclear program, and spearheaded the development of a nuclear plant on the Caribbean’s largest island.|[CLS]|0.03188294172286987|8|10|attention
“Fidelito” was previously the head of Cuba’s national nuclear program, and spearheaded the development of a nuclear plant on the Caribbean’s largest island.|development|0.026899004355072975|8|10|attention
"The star said she believes she was accosted by a ""paid plant"" from Harvey Weinstein."|Harvey|0.058820854872465134|9|11|attention
"The star said she believes she was accosted by a ""paid plant"" from Harvey Weinstein."|[CLS]|0.033200982958078384|9|11|attention
"The star said she believes she was accosted by a ""paid plant"" from Harvey Weinstein."|Weinstein|0.03253185376524925|9|11|attention
"The star said she believes she was accosted by a ""paid plant"" from Harvey Weinstein."|''|0.031053364276885986|9|11|attention
"The star said she believes she was accosted by a ""paid plant"" from Harvey Weinstein."|said|0.02574499510228634|9|11|attention
Construction on America’s largest wind power plant began last year in Oklahoma.|[SEP]|0.4263591766357422|8|12|attention
Construction on America’s largest wind power plant began last year in Oklahoma.|.|0.20034939050674438|8|12|attention
Construction on America’s largest wind power plant began last year in Oklahoma.|wind|0.06751426309347153|8|12|attention
Construction on America’s largest wind power plant began last year in Oklahoma.|[CLS]|0.060835570096969604|8|12|attention
Construction on America’s largest wind power plant began last year in Oklahoma.|power|0.03931153938174248|8|12|attention
Our choice to follow a predominately meat diet or a predominately plant diet is not without consequence.|choice|0.039442047476768494|4|13|attention
Our choice to follow a predominately meat diet or a predominately plant diet is not without consequence.|follow|0.027291283011436462|4|13|attention
Our choice to follow a predominately meat diet or a predominately plant diet is not without consequence.|to|0.025314562022686005|4|13|attention
Our choice to follow a predominately meat diet or a predominately plant diet is not without consequence.|Our|0.024357883259654045|4|13|attention
Our choice to follow a predominately meat diet or a predominately plant diet is not without consequence.|[CLS]|0.021730581298470497|4|13|attention
This morning a flooded chemical plant in Crosby, Texas, 20 miles from Houston, continues to burn, after explosions there|[SEP]|0.37424740195274353|9|14|attention
This morning a flooded chemical plant in Crosby, Texas, 20 miles from Houston, continues to burn, after explosions there|,|0.23271846771240234|9|14|attention
This morning a flooded chemical plant in Crosby, Texas, 20 miles from Houston, continues to burn, after explosions there|chemical|0.0764831081032753|9|14|attention
This morning a flooded chemical plant in Crosby, Texas, 20 miles from Houston, continues to burn, after explosions there|[CLS]|0.02763420343399048|9|14|attention
This morning a flooded chemical plant in Crosby, Texas, 20 miles from Houston, continues to burn, after explosions there|burn|0.026287071406841278|9|14|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|[SEP]|0.3191114366054535|1|15|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|.|0.20929282903671265|1|15|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|,|0.13213394582271576|1|15|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|[CLS]|0.04017694666981697|1|15|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|Crosby|0.026152243837714195|1|15|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|[SEP]|0.3212510347366333|1|16|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|.|0.19641607999801636|1|16|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|,|0.12505613267421722|1|16|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|[CLS]|0.0366358757019043|1|16|attention
Earlier on Tuesday, the owner of the plant said the situation at its Crosby plant “has become serious.”|Crosby|0.030255982652306557|1|16|attention
"The company says there likely will be ""additional incidents"" at the plant."|[SEP]|0.37529799342155457|1|17|attention
"The company says there likely will be ""additional incidents"" at the plant."|.|0.2762819230556488|1|17|attention
"The company says there likely will be ""additional incidents"" at the plant."|[CLS]|0.04806479811668396|1|17|attention
"The company says there likely will be ""additional incidents"" at the plant."|the|0.03869091346859932|1|17|attention
"The company says there likely will be ""additional incidents"" at the plant."|company|0.037416476756334305|1|17|attention
Taiwanese electronics giant Foxconn said in the past it would build a plant in the U.S.|the|0.08237993717193604|1|18|attention
Taiwanese electronics giant Foxconn said in the past it would build a plant in the U.S.|[CLS]|0.04019524157047272|1|18|attention
Taiwanese electronics giant Foxconn said in the past it would build a plant in the U.S.|in|0.032848212867975235|1|18|attention
Taiwanese electronics giant Foxconn said in the past it would build a plant in the U.S.|a|0.02887425571680069|1|18|attention
Taiwanese electronics giant Foxconn said in the past it would build a plant in the U.S.|the|0.02715526707470417|1|18|attention
I recently traveled to New Zealand to present my work and knowledge about the medical uses of the cannabis plant.|[SEP]|0.4168911278247833|3|19|attention
I recently traveled to New Zealand to present my work and knowledge about the medical uses of the cannabis plant.|.|0.252538800239563|3|19|attention
I recently traveled to New Zealand to present my work and knowledge about the medical uses of the cannabis plant.|cannabis|0.0812031552195549|3|19|attention
I recently traveled to New Zealand to present my work and knowledge about the medical uses of the cannabis plant.|[CLS]|0.028975777328014374|3|19|attention
I recently traveled to New Zealand to present my work and knowledge about the medical uses of the cannabis plant.|the|0.027077341452240944|3|19|attention
A coal-fired power plant.|[CLS]|0.04799007251858711|5|20|attention
A coal-fired power plant.|coal-fired|0.04425235092639923|5|20|attention
A coal-fired power plant.|A|0.042320478707551956|5|20|attention
A coal-fired power plant.|.|0.041745517402887344|5|20|attention
A coal-fired power plant.|[SEP]|0.03794710710644722|5|20|attention
The White House plans to scrap a rule on power plant emissions, kneecapping U.S. participation in the Paris climate accord.|climate|0.14695723354816437|8|21|attention
The White House plans to scrap a rule on power plant emissions, kneecapping U.S. participation in the Paris climate accord.|the|0.10951170325279236|8|21|attention
The White House plans to scrap a rule on power plant emissions, kneecapping U.S. participation in the Paris climate accord.|,|0.06578578054904938|8|21|attention
The White House plans to scrap a rule on power plant emissions, kneecapping U.S. participation in the Paris climate accord.|emissions|0.05135023966431618|8|21|attention
The White House plans to scrap a rule on power plant emissions, kneecapping U.S. participation in the Paris climate accord.|power|0.046903882175683975|8|21|attention
Six years after the Fukushima nuclear power plant triple meltdown left Japan with a $235 billion clean-up bill, President|nuclear|0.059904616326093674|8|22|attention
Six years after the Fukushima nuclear power plant triple meltdown left Japan with a $235 billion clean-up bill, President|triple|0.04112880304455757|8|22|attention
Six years after the Fukushima nuclear power plant triple meltdown left Japan with a $235 billion clean-up bill, President|power|0.03769486024975777|8|22|attention
Six years after the Fukushima nuclear power plant triple meltdown left Japan with a $235 billion clean-up bill, President|[CLS]|0.02991139143705368|8|22|attention
Six years after the Fukushima nuclear power plant triple meltdown left Japan with a $235 billion clean-up bill, President|a|0.01631948910653591|8|22|attention
GM said it makes its Cruze sedan in the United States and that all of those sold in the United States are made in a plant in Lordstown, Ohio.|.|0.10308460146188736|1|23|attention
GM said it makes its Cruze sedan in the United States and that all of those sold in the United States are made in a plant in Lordstown, Ohio.|said|0.057927947491407394|1|23|attention
GM said it makes its Cruze sedan in the United States and that all of those sold in the United States are made in a plant in Lordstown, Ohio.|in|0.05790672078728676|1|23|attention
GM said it makes its Cruze sedan in the United States and that all of those sold in the United States are made in a plant in Lordstown, Ohio.|GM|0.038511473685503006|1|23|attention
GM said it makes its Cruze sedan in the United States and that all of those sold in the United States are made in a plant in Lordstown, Ohio.|Lordstown|0.033485714346170425|1|23|attention
The town’s main employer is the hog plant.|[SEP]|0.3421378433704376|9|24|attention
The town’s main employer is the hog plant.|.|0.32254013419151306|9|24|attention
The town’s main employer is the hog plant.|hog|0.065568707883358|9|24|attention
The town’s main employer is the hog plant.|the|0.042432352900505066|9|24|attention
The town’s main employer is the hog plant.|town|0.03592229261994362|9|24|attention
President-elect Donald Trump has convinced air-conditioner-maker Carrier not to move an Indiana plant to Mexico.|to|0.08317036926746368|1|25|attention
President-elect Donald Trump has convinced air-conditioner-maker Carrier not to move an Indiana plant to Mexico.|[CLS]|0.04188964143395424|1|25|attention
President-elect Donald Trump has convinced air-conditioner-maker Carrier not to move an Indiana plant to Mexico.|an|0.032276540994644165|1|25|attention
President-elect Donald Trump has convinced air-conditioner-maker Carrier not to move an Indiana plant to Mexico.|move|0.031051866710186005|1|25|attention
President-elect Donald Trump has convinced air-conditioner-maker Carrier not to move an Indiana plant to Mexico.|not|0.024937434121966362|1|25|attention
Those who use and study the plant say an outright ban could do serious harm.|[SEP]|0.4570658206939697|9|26|attention
Those who use and study the plant say an outright ban could do serious harm.|.|0.2318485528230667|9|26|attention
Those who use and study the plant say an outright ban could do serious harm.|[CLS]|0.04167095944285393|9|26|attention
Those who use and study the plant say an outright ban could do serious harm.|the|0.04077369347214699|9|26|attention
Those who use and study the plant say an outright ban could do serious harm.|ban|0.0354553759098053|9|26|attention
The company had never said it would close the Kentucky assembly plant.|[SEP]|0.3487192392349243|1|27|attention
The company had never said it would close the Kentucky assembly plant.|.|0.24780809879302979|1|27|attention
The company had never said it would close the Kentucky assembly plant.|assembly|0.08930429071187973|1|27|attention
The company had never said it would close the Kentucky assembly plant.|[CLS]|0.056742388755083084|1|27|attention
The company had never said it would close the Kentucky assembly plant.|the|0.04052062705159187|1|27|attention
Even as more states move to legalize the plant, America's young people are using less and less of it.|,|0.12300356477499008|9|28|attention
Even as more states move to legalize the plant, America's young people are using less and less of it.|America|0.116274893283844|9|28|attention
Even as more states move to legalize the plant, America's young people are using less and less of it.|[CLS]|0.04486507549881935|9|28|attention
Even as more states move to legalize the plant, America's young people are using less and less of it.|legalize|0.03141763433814049|9|28|attention
Even as more states move to legalize the plant, America's young people are using less and less of it.|[SEP]|0.02974414825439453|9|28|attention
Tribal leaders in Oklahoma have vowed to plant nectar-producing plants for the butterflies whose numbers have dwindled.|the|0.041306741535663605|2|29|attention
Tribal leaders in Oklahoma have vowed to plant nectar-producing plants for the butterflies whose numbers have dwindled.|[CLS]|0.030853940173983574|2|29|attention
Tribal leaders in Oklahoma have vowed to plant nectar-producing plants for the butterflies whose numbers have dwindled.|vowed|0.023169079795479774|2|29|attention
Tribal leaders in Oklahoma have vowed to plant nectar-producing plants for the butterflies whose numbers have dwindled.|nectar-producing|0.02204221300780773|2|29|attention
Tribal leaders in Oklahoma have vowed to plant nectar-producing plants for the butterflies whose numbers have dwindled.|butterflies|0.021987184882164|2|29|attention
But I've got a special packet of seeds to plant this week, and they've inspired me to be more attentive this year.|'ve|0.08865778893232346|2|30|attention
But I've got a special packet of seeds to plant this week, and they've inspired me to be more attentive this year.|inspired|0.0818631574511528|2|30|attention
But I've got a special packet of seeds to plant this week, and they've inspired me to be more attentive this year.|and|0.07918349653482437|2|30|attention
But I've got a special packet of seeds to plant this week, and they've inspired me to be more attentive this year.|week|0.04179837182164192|2|30|attention
But I've got a special packet of seeds to plant this week, and they've inspired me to be more attentive this year.|,|0.0238895732909441|2|30|attention
Fears of ISIS' nuclear ambitions have grown since a suspect linked to the November terrorist attacks in Paris was found with a surveillance video of a Belgian nuclear power plant official.|[SEP]|0.3952989876270294|8|31|attention
Fears of ISIS' nuclear ambitions have grown since a suspect linked to the November terrorist attacks in Paris was found with a surveillance video of a Belgian nuclear power plant official.|.|0.2406519204378128|8|31|attention
Fears of ISIS' nuclear ambitions have grown since a suspect linked to the November terrorist attacks in Paris was found with a surveillance video of a Belgian nuclear power plant official.|nuclear|0.04978252574801445|8|31|attention
Fears of ISIS' nuclear ambitions have grown since a suspect linked to the November terrorist attacks in Paris was found with a surveillance video of a Belgian nuclear power plant official.|power|0.041159775108098984|8|31|attention
Fears of ISIS' nuclear ambitions have grown since a suspect linked to the November terrorist attacks in Paris was found with a surveillance video of a Belgian nuclear power plant official.|official|0.034782297909259796|8|31|attention
I met Larsen on her coffee break outside head office, across the street from Norway’s only coalfired power plant.|power|0.06497332453727722|8|32|attention
I met Larsen on her coffee break outside head office, across the street from Norway’s only coalfired power plant.|.|0.05139787867665291|8|32|attention
I met Larsen on her coffee break outside head office, across the street from Norway’s only coalfired power plant.|Norway|0.04664622247219086|8|32|attention
I met Larsen on her coffee break outside head office, across the street from Norway’s only coalfired power plant.|coalfired|0.03875824809074402|8|32|attention
I met Larsen on her coffee break outside head office, across the street from Norway’s only coalfired power plant.|[SEP]|0.03376832231879234|8|32|attention
Radioactive water leaked into the groundwater at the upstate Indian Point nuclear power plant, officials said Saturday.|[SEP]|0.4445206820964813|8|33|attention
Radioactive water leaked into the groundwater at the upstate Indian Point nuclear power plant, officials said Saturday.|.|0.18026535212993622|8|33|attention
Radioactive water leaked into the groundwater at the upstate Indian Point nuclear power plant, officials said Saturday.|nuclear|0.07578336447477341|8|33|attention
Radioactive water leaked into the groundwater at the upstate Indian Point nuclear power plant, officials said Saturday.|power|0.04111262038350105|8|33|attention
Radioactive water leaked into the groundwater at the upstate Indian Point nuclear power plant, officials said Saturday.|at|0.023659372702240944|8|33|attention
Now it's even more pathetic if you can't keep your desk plant alive.|keep|0.16483530402183533|9|34|attention
Now it's even more pathetic if you can't keep your desk plant alive.|ca|0.059116583317518234|9|34|attention
Now it's even more pathetic if you can't keep your desk plant alive.|alive|0.03755372762680054|9|34|attention
Now it's even more pathetic if you can't keep your desk plant alive.|[CLS]|0.03622811660170555|9|34|attention
Now it's even more pathetic if you can't keep your desk plant alive.|.|0.032870400696992874|9|34|attention
ABUJA, Nigeria (AP) — A gas tanker truck ignited an inferno at a crowded industrial gas plant in Nigeria on Thursday, killing|—|0.19957329332828522|9|35|attention
ABUJA, Nigeria (AP) — A gas tanker truck ignited an inferno at a crowded industrial gas plant in Nigeria on Thursday, killing|killing|0.12080257385969162|9|35|attention
ABUJA, Nigeria (AP) — A gas tanker truck ignited an inferno at a crowded industrial gas plant in Nigeria on Thursday, killing|in|0.02527853101491928|9|35|attention
ABUJA, Nigeria (AP) — A gas tanker truck ignited an inferno at a crowded industrial gas plant in Nigeria on Thursday, killing|[CLS]|0.024600917473435402|9|35|attention
ABUJA, Nigeria (AP) — A gas tanker truck ignited an inferno at a crowded industrial gas plant in Nigeria on Thursday, killing|gas|0.019071821123361588|9|35|attention
Trib Total Media will cut 14 percent of its workforce, consolidate its largest daily newspapers, close a printing plant in|[SEP]|0.03263645991683006|9|36|attention
Trib Total Media will cut 14 percent of its workforce, consolidate its largest daily newspapers, close a printing plant in|,|0.03145955875515938|9|36|attention
Trib Total Media will cut 14 percent of its workforce, consolidate its largest daily newspapers, close a printing plant in|will|0.03100339137017727|9|36|attention
Trib Total Media will cut 14 percent of its workforce, consolidate its largest daily newspapers, close a printing plant in|[CLS]|0.029050776734948158|9|36|attention
Trib Total Media will cut 14 percent of its workforce, consolidate its largest daily newspapers, close a printing plant in|in|0.024320749565958977|9|36|attention
"An old Chinese proverb says, ""The best time to plant a tree is 20 years ago."|[SEP]|0.14599089324474335|2|37|attention
"An old Chinese proverb says, ""The best time to plant a tree is 20 years ago."|a|0.0901033952832222|2|37|attention
"An old Chinese proverb says, ""The best time to plant a tree is 20 years ago."|.|0.03584844246506691|2|37|attention
"An old Chinese proverb says, ""The best time to plant a tree is 20 years ago."|is|0.02826429158449173|2|37|attention
"An old Chinese proverb says, ""The best time to plant a tree is 20 years ago."|time|0.026647798717021942|2|37|attention
New limits would cut power plant emissions 32 percent by 2030.|[SEP]|0.18412940204143524|8|38|attention
New limits would cut power plant emissions 32 percent by 2030.|power|0.08841497451066971|8|38|attention
New limits would cut power plant emissions 32 percent by 2030.|[CLS]|0.062020767480134964|8|38|attention
New limits would cut power plant emissions 32 percent by 2030.|emissions|0.05240518972277641|8|38|attention
New limits would cut power plant emissions 32 percent by 2030.|would|0.025486880913376808|8|38|attention
Researchers have found evidence of plant cultivation at a 23,000-year-old site.|site|0.11888975650072098|6|39|attention
Researchers have found evidence of plant cultivation at a 23,000-year-old site.|cultivation|0.041258107870817184|6|39|attention
Researchers have found evidence of plant cultivation at a 23,000-year-old site.|[CLS]|0.041061799973249435|6|39|attention
Researchers have found evidence of plant cultivation at a 23,000-year-old site.|of|0.01607087068259716|6|39|attention
Researchers have found evidence of plant cultivation at a 23,000-year-old site.|at|0.015927890315651894|6|39|attention
The announcement marks the 200th planned coal plant closure in the Sierra Club's Beyond Coal campaign.|closure|0.04548144340515137|8|40|attention
The announcement marks the 200th planned coal plant closure in the Sierra Club's Beyond Coal campaign.|.|0.044450175017118454|8|40|attention
The announcement marks the 200th planned coal plant closure in the Sierra Club's Beyond Coal campaign.|[CLS]|0.035249557346105576|8|40|attention
The announcement marks the 200th planned coal plant closure in the Sierra Club's Beyond Coal campaign.|Club|0.030766261741518974|8|40|attention
The announcement marks the 200th planned coal plant closure in the Sierra Club's Beyond Coal campaign.|in|0.023602329194545746|8|40|attention
For the record, chicory is this pretty flowering plant.|,|0.16814623773097992|3|41|attention
For the record, chicory is this pretty flowering plant.|[SEP]|0.163723886013031|3|41|attention
For the record, chicory is this pretty flowering plant.|.|0.04943804070353508|3|41|attention
For the record, chicory is this pretty flowering plant.|flowering|0.04324311017990112|3|41|attention
For the record, chicory is this pretty flowering plant.|pretty|0.040018804371356964|3|41|attention
Emily surprised me with a new plant on my birthday.|[SEP]|0.4894521236419678|6|42|attention
Emily surprised me with a new plant on my birthday.|.|0.18950395286083221|6|42|attention
Emily surprised me with a new plant on my birthday.|[CLS]|0.0504361130297184|6|42|attention
Emily surprised me with a new plant on my birthday.|new|0.027765778824687004|6|42|attention
Emily surprised me with a new plant on my birthday.|a|0.025315672159194946|6|42|attention
Urbex and photographer Iain Bolton offer us a haunting glimpse into the town of Pripyat, the nuclear city established in February of 1970 to support a nearby power plant you might have heard of...|established|0.11651163548231125|8|43|attention
Urbex and photographer Iain Bolton offer us a haunting glimpse into the town of Pripyat, the nuclear city established in February of 1970 to support a nearby power plant you might have heard of...|February|0.06197087839245796|8|43|attention
Urbex and photographer Iain Bolton offer us a haunting glimpse into the town of Pripyat, the nuclear city established in February of 1970 to support a nearby power plant you might have heard of...|have|0.030149510130286217|8|43|attention
Urbex and photographer Iain Bolton offer us a haunting glimpse into the town of Pripyat, the nuclear city established in February of 1970 to support a nearby power plant you might have heard of...|heard|0.025921398773789406|8|43|attention
Urbex and photographer Iain Bolton offer us a haunting glimpse into the town of Pripyat, the nuclear city established in February of 1970 to support a nearby power plant you might have heard of...|power|0.02395814098417759|8|43|attention
We decided to conduct an experiment where he would plant a very bold Hollywood-style kiss on me when he arrived home for dinner.|me|0.04942166432738304|2|44|attention
We decided to conduct an experiment where he would plant a very bold Hollywood-style kiss on me when he arrived home for dinner.|bold|0.031039046123623848|2|44|attention
We decided to conduct an experiment where he would plant a very bold Hollywood-style kiss on me when he arrived home for dinner.|[CLS]|0.025097468867897987|2|44|attention
We decided to conduct an experiment where he would plant a very bold Hollywood-style kiss on me when he arrived home for dinner.|he|0.02040177769958973|2|44|attention
We decided to conduct an experiment where he would plant a very bold Hollywood-style kiss on me when he arrived home for dinner.|Hollywood-style|0.02030882239341736|2|44|attention
We are used to thinking of infrastructure as buildings, plant and machinery.|[SEP]|0.45162561535835266|9|45|attention
We are used to thinking of infrastructure as buildings, plant and machinery.|.|0.2300082892179489|9|45|attention
We are used to thinking of infrastructure as buildings, plant and machinery.|infrastructure|0.05667269229888916|9|45|attention
We are used to thinking of infrastructure as buildings, plant and machinery.|machinery|0.039685387164354324|9|45|attention
We are used to thinking of infrastructure as buildings, plant and machinery.|,|0.029362445697188377|9|45|attention
While the first harvest is entirely lost, the hope is that farmers can plant again before the rains stop altogether so that there is hope of having some food to harvest this year.|[SEP]|0.3282022178173065|2|46|attention
While the first harvest is entirely lost, the hope is that farmers can plant again before the rains stop altogether so that there is hope of having some food to harvest this year.|.|0.19926299154758453|2|46|attention
While the first harvest is entirely lost, the hope is that farmers can plant again before the rains stop altogether so that there is hope of having some food to harvest this year.|,|0.11932186037302017|2|46|attention
While the first harvest is entirely lost, the hope is that farmers can plant again before the rains stop altogether so that there is hope of having some food to harvest this year.|farmers|0.03475606068968773|2|46|attention
While the first harvest is entirely lost, the hope is that farmers can plant again before the rains stop altogether so that there is hope of having some food to harvest this year.|[CLS]|0.0284887682646513|2|46|attention
We've deprived countless patients from a helpful medicinal plant.|[SEP]|0.21410317718982697|3|47|attention
We've deprived countless patients from a helpful medicinal plant.|[CLS]|0.052134085446596146|3|47|attention
We've deprived countless patients from a helpful medicinal plant.|.|0.04359917715191841|3|47|attention
We've deprived countless patients from a helpful medicinal plant.|from|0.03447972238063812|3|47|attention
We've deprived countless patients from a helpful medicinal plant.|medicinal|0.02827768586575985|3|47|attention
Worrying only leads to more worrying, so instead of allowing anxieties to plant themselves in my mind, I replaced them with more positive things.|,|0.11053850501775742|2|48|attention
Worrying only leads to more worrying, so instead of allowing anxieties to plant themselves in my mind, I replaced them with more positive things.|replaced|0.10201818495988846|2|48|attention
Worrying only leads to more worrying, so instead of allowing anxieties to plant themselves in my mind, I replaced them with more positive things.|to|0.037282079458236694|2|48|attention
Worrying only leads to more worrying, so instead of allowing anxieties to plant themselves in my mind, I replaced them with more positive things.|I|0.03369278088212013|2|48|attention
Worrying only leads to more worrying, so instead of allowing anxieties to plant themselves in my mind, I replaced them with more positive things.|more|0.033546533435583115|2|48|attention
